id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
24,0.000005,udp,-,INT,2,0,2058,0,200000.0051,254,0,1646400000,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,1029,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,Normal,0
25,0.000003,udp,-,INT,2,0,286,0,333333.3215,254,0,381333312,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,143,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,Normal,0
26,0.000007,udp,-,INT,2,0,1500,0,142857.1409,254,0,857142848,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,750,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,Normal,0
27,0.000006,udp,-,INT,2,0,902,0,166666.6608,254,0,601333312,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,451,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,Normal,0
28,0.000002,udp,-,INT,2,0,1626,0,500000.0013,254,0,3252000000,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,813,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Normal,0
29,0.000007,udp,-,INT,2,0,364,0,142857.1409,254,0,208000000,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,182,0,0,0,3,2,1,1,1,1,0,0,0,2,2,0,Normal,0
30,1.434166,tcp,-,FIN,10,6,530,268,10.459041,254,252,2660.780029,1249.506714,2,1,151.243111,270.886813,10042.8699,468.508156,255,1640845588,177111456,255,0.148966,0.079731,0.069235,53,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
31,0.000007,udp,-,INT,2,0,730,0,142857.1409,254,0,417142848,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,365,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,Normal,0
32,1.924287,tcp,-,FIN,10,8,530,354,8.834441,254,252,1983.072266,1288.789062,2,1,213.738778,261.252,13125.11139,399.405156,255,2214319888,3374287000,255,0.185096,0.095516,0.08958,53,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
33,2.773779,tcp,-,FIN,14,8,7954,354,7.570899,254,252,21302.3457,894.087097,4,1,213.367611,381.293437,18158.22943,788.701375,255,3374744735,1063429159,255,0.144772,0.077744,0.067028,568,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Normal,0
34,0.00001,udp,-,INT,2,0,794,0,100000.0025,254,0,317600000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,397,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Normal,0
35,1.465041,tcp,-,FIN,10,8,2516,354,11.60377,254,252,12368.25391,1692.7854,2,1,157.703444,195.494719,8764.724091,346.639313,255,783227300,772078300,255,0.221146,0.09657,0.124576,252,44,0,0,4,1,2,1,1,3,0,0,0,2,2,0,Normal,0
36,0.983874,tcp,http,FIN,10,8,816,1172,17.278635,62,252,5976.375,8342.53125,2,2,109.319333,124.932859,5929.211713,192.590406,255,794167371,1624757001,255,0.206572,0.108393,0.098179,82,147,1,184,2,1,1,1,1,2,0,0,1,1,3,0,Normal,0
37,0.714182,tcp,-,FIN,10,6,534,268,21.003049,254,252,5387.982422,2509.164307,2,1,79.353556,120.191398,4013.392196,218.658469,255,3802396535,2514907206,255,0.162097,0.079909,0.082188,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
38,59.995674,arp,-,INT,2,0,92,0,0.016668,0,0,6.133776,0,0,0,59998.196,0,13.651471,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
39,59.995678,arp,-,INT,2,0,92,0,0.016668,0,0,6.133775,0,0,0,59998.2,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
40,59.995674,arp,-,INT,2,0,92,0,0.016668,0,0,6.133776,0,0,0,59998.196,0,13.651471,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
41,1.535254,tcp,http,FIN,10,10,826,1266,12.375802,62,252,3876.882812,5940.385254,2,2,170.481889,159.070562,11933.0656,244.118016,255,708428911,3141441573,255,0.180318,0.103612,0.076706,83,127,1,187,2,1,1,1,1,2,0,0,1,1,3,0,Normal,0
42,59.995678,arp,-,INT,2,0,92,0,0.016668,0,0,6.133775,0,0,0,59998.2,0,0,0,0,0,0,0,0,0,0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
43,0.757295,tcp,-,FIN,10,6,534,268,19.80734,254,252,5081.243164,2366.316895,2,1,84.023333,123.799203,4064.836863,186.487812,255,1416292821,1856664256,255,0.226895,0.138291,0.088604,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
44,0.759306,tcp,-,FIN,10,8,534,354,22.388865,254,252,5067.785645,3266.140381,2,1,84.242667,98.501711,4716.886723,140.050609,255,2545019062,3292860217,255,0.172317,0.069791,0.102526,53,44,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
45,1.294036,tcp,-,FIN,10,8,2516,354,13.137192,254,252,14002.70117,1916.484497,2,1,143.781778,173.331141,9390.189727,257.271375,255,1381018516,1985881197,255,0.135361,0.079802,0.055559,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0
46,1.059359,tcp,http,FIN,10,8,830,1134,16.047441,62,252,5641.147461,7498.874512,2,2,117.706556,132.899281,6102.668305,255.756219,255,1853677305,1202418679,255,0.274887,0.128459,0.146428,83,142,1,165,1,1,1,1,1,1,0,0,1,3,1,0,Normal,0
47,0.624048,tcp,-,FIN,10,6,534,268,24.036613,254,252,6166.192383,2871.573975,2,1,69.229667,106.834797,3412.856309,145.655875,255,2425182602,2706975732,255,0.221323,0.089865,0.131458,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
48,1.190292,tcp,-,FIN,10,8,2516,354,14.28221,254,252,15223.15527,2083.522461,2,1,132.107111,154.911719,8972.551926,220.423188,255,3033763933,3509078729,255,0.195284,0.105903,0.089381,252,44,0,0,2,1,1,1,1,2,0,0,0,1,3,0,Normal,0
49,0.999472,tcp,-,FIN,10,6,534,268,15.007924,254,252,3850.032715,1792.946655,2,1,110.960333,178.405406,6141.458662,306.944813,255,2868770840,4280658180,255,0.266426,0.107439,0.158987,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Normal,0
50,0.990548,tcp,http,FIN,10,10,804,1414,19.181301,62,252,5847.268066,10281.17773,2,2,110.060889,100.616555,7172.956819,143.497953,255,1528762476,1066585482,255,0.181441,0.084249,0.097192,80,141,1,261,2,1,18,1,1,2,0,0,1,1,2,0,Normal,0
51,0.655618,tcp,-,FIN,10,6,534,268,22.879176,254,252,5869.271484,2733.298828,2,1,69.326,107.047,3518.358106,160.930422,255,740536776,1008520884,255,0.199328,0.120374,0.078954,53,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
52,0.810167,tcp,-,FIN,10,8,2516,354,20.983328,254,252,22365.75781,3061.097168,2,1,83.946222,98.96643,5467.042547,158.574391,255,811780886,2226389848,255,0.21379,0.117396,0.096394,252,44,0,0,17,1,1,1,1,3,0,0,0,1,3,0,Normal,0
53,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0,21,0,706.979312,0,965.398187,0,255,0,0,0,0,0,0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
54,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0,21,0,706.979312,0,965.398187,0,255,0,0,0,0,0,0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
55,14.846565,tcp,-,REQ,22,0,990,0,1.414469,254,0,509.208679,0,21,0,706.979312,0,965.398187,0,255,0,0,0,0,0,0,45,0,0,0,17,6,4,3,3,14,0,0,0,3,15,0,Normal,0
56,1.588788,tcp,-,FIN,10,6,534,268,9.441159,254,252,2421.971924,1127.903809,2,1,173.193,301.393594,11388.44841,541.030062,255,3086844008,3257523641,255,0.153274,0.081819,0.071455,53,45,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0
57,1.151373,tcp,-,FIN,10,8,2516,354,14.76498,254,252,15737.73145,2153.949951,2,1,123.646778,144.751719,8172.13149,198.059172,255,531787453,1249086836,255,0.24447,0.13811,0.10636,252,44,0,0,17,1,1,1,1,3,0,0,0,10,3,0,Normal,0
58,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0,19,0,755.540687,0,1095.4585,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
59,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0,19,0,755.540687,0,1095.4585,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
60,14.355273,tcp,-,REQ,20,0,900,0,1.323555,254,0,476.47995,0,19,0,755.540687,0,1095.4585,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
61,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0,19,0,817.492125,0,1294.16175,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
62,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0,19,0,820.57775,0,1301.85075,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
63,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0,19,0,817.492125,0,1294.16175,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
64,15.53235,tcp,-,REQ,20,0,900,0,1.223253,254,0,440.371246,0,19,0,817.492125,0,1294.16175,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
65,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0,19,0,820.57775,0,1301.85075,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
66,15.590977,tcp,-,REQ,20,0,900,0,1.218654,254,0,438.715302,0,19,0,820.57775,0,1301.85075,0,255,0,0,0,0,0,0,45,0,0,0,17,6,9,3,3,14,0,0,0,10,15,0,Normal,0
67,1.074494,tcp,-,FIN,10,8,2516,354,15.821401,254,252,16863.75195,2308.063232,2,1,119.388222,135.148,7733.705204,189.958375,255,2795605829,1134397635,255,0.22157,0.127886,0.093684,252,44,0,0,17,1,1,1,1,3,0,0,0,3,3,0,Normal,0
68,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0,17,0,939.982125,0,1630.5805,0,255,0,0,0,0,0,0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,Normal,0
69,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0,17,0,895.668,0,1477.873125,0,255,0,0,0,0,0,0,45,0,0,0,17,6,2,1,1,14,0,0,0,3,15,0,Normal,0
70,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0,17,0,939.982125,0,1630.5805,0,255,0,0,0,0,0,0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
71,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0,17,0,895.668,0,1477.873125,0,255,0,0,0,0,0,0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
72,15.979696,tcp,-,REQ,18,0,810,0,1.06385,254,0,382.985992,0,17,0,939.982125,0,1630.5805,0,255,0,0,0,0,0,0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
73,1.303518,tcp,http,FIN,12,8,898,1120,14.575939,62,252,5057.083984,6014.492676,2,2,118.501635,175.467,6491.561713,252.408328,255,1182907296,802589817,255,0.140062,0.07451,0.065552,75,140,1,157,1,1,1,1,1,1,0,0,1,2,1,0,Normal,0
74,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0,17,0,895.668,0,1477.873125,0,255,0,0,0,0,0,0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0
75,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0,15,0,1024.971188,0,1831.659375,0,255,0,0,0,0,0,0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0
76,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0,15,0,1024.971188,0,1831.659375,0,255,0,0,0,0,0,0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0
77,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0,15,0,1024.971188,0,1831.659375,0,255,0,0,0,0,0,0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0
78,0.582389,tcp,-,FIN,10,6,534,268,25.755981,254,252,6607.267578,3076.981201,2,1,64.699778,96.684398,3507.093149,155.981016,255,4226419251,1222508038,255,0.178731,0.098958,0.079773,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
79,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0,13,0,1265.234875,0,2435.79,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
80,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0,13,0,1289.747,0,2508.6645,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
81,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0,13,0,1289.747,0,2508.6645,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
82,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0,13,0,1184.83,0,2188.4775,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
83,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0,13,0,1265.234875,0,2435.79,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
84,2.462774,tcp,-,FIN,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,2,1,273.641556,328.576719,17425.54618,481.345844,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,Normal,0
85,1.047169,tcp,-,FIN,10,8,534,354,16.234247,254,252,3674.669678,2368.290283,2,1,116.352111,132.691281,7064.833854,172.447047,255,3922662296,186468384,255,0.171522,0.11764,0.053882,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
86,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0,13,0,1289.747,0,2508.6645,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
87,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0,13,0,1265.234875,0,2435.79,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
88,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0,13,0,1184.83,0,2188.4775,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
89,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0,13,0,1184.83,0,2188.4775,0,255,0,0,0,0,0,0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0
90,2.417396,tcp,http,FIN,12,10,896,1142,8.687033,62,252,2720.282471,3402.007568,2,2,219.671639,251.911219,13318.12168,368.903437,255,1647371567,938705912,255,0.301504,0.150194,0.15131,75,114,1,126,1,1,2,1,1,1,0,0,1,1,1,0,Normal,0
91,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0,11,0,1458.56675,0,2845.959,0,255,0,0,0,0,0,0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,Normal,0
92,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0,11,0,1486.598,0,2934.0635,0,255,0,0,0,0,0,0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
93,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0,11,0,1458.56675,0,2845.959,0,255,0,0,0,0,0,0,45,0,0,0,18,6,2,1,1,17,0,0,0,1,17,0,Normal,0
94,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0,11,0,1486.598,0,2934.0635,0,255,0,0,0,0,0,0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
95,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0,11,0,1486.598,0,2934.0635,0,255,0,0,0,0,0,0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0
96,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0,11,0,1458.56675,0,2845.959,0,255,0,0,0,0,0,0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,Normal,0
97,0.664512,tcp,-,FIN,10,6,534,268,22.572957,254,252,5790.71582,2696.71582,2,1,69.994778,114.784602,3565.853629,166.495,255,2600388172,623342715,255,0.148054,0.090584,0.05747,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Normal,0
98,0.860208,tcp,-,FIN,10,6,534,268,17.437643,254,252,4473.336914,2083.217041,2,1,95.474667,156.240203,4650.146095,225.094078,255,2537299422,4130059309,255,0.16717,0.079005,0.088165,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
99,15.102544,tcp,-,REQ,10,0,450,0,0.595926,254,0,214.533401,0,9,0,1678.0605,0,3601.72875,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,Normal,0
100,1.979445,tcp,http,FIN,10,10,810,1228,9.59865,62,252,2946.280518,4469.939941,2,2,219.938333,211.908,14679.52685,514.389156,255,504743724,17824254,255,0.14109,0.071357,0.069733,81,123,1,168,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
101,15.102544,tcp,-,REQ,10,0,450,0,0.595926,254,0,214.533401,0,9,0,1678.0605,0,3601.72875,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,Normal,0
102,1.763225,tcp,-,FIN,10,8,2516,354,9.641424,254,252,10276.62402,1406.513672,2,1,193.716111,229.543281,11342.30539,425.373531,255,732537965,857310543,255,0.228211,0.156418,0.071793,252,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Normal,0
103,0.651652,tcp,-,FIN,10,6,534,268,23.018422,254,252,5904.992188,2749.934082,2,1,68.209889,112.848203,3503.393362,172.291953,255,573378078,3844895218,255,0.191544,0.087402,0.104142,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0
104,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0,9,0,1742.7085,0,3773.5005,0,255,0,0,0,0,0,0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0
105,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0,9,0,1742.7085,0,3773.5005,0,255,0,0,0,0,0,0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0
106,15.008936,tcp,-,REQ,8,0,360,0,0.466389,254,0,167.899979,0,7,0,2144.13375,0,4393.9205,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0
107,15.008936,tcp,-,REQ,8,0,360,0,0.466389,254,0,167.899979,0,7,0,2144.13375,0,4393.9205,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0
108,1.15935,tcp,-,FIN,10,8,534,354,14.663388,254,252,3319.101074,2139.129639,2,1,122.448111,153.663141,8652.007826,198.409875,255,1859843698,1145592012,255,0.153635,0.083699,0.069936,53,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0
109,16.131804,tcp,-,REQ,8,0,360,0,0.433925,254,0,156.213165,0,7,0,2304.54325,0,4770.138,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0
110,16.131804,tcp,-,REQ,8,0,360,0,0.433925,254,0,156.213165,0,7,0,2304.54325,0,4770.138,0,255,0,0,0,0,0,0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0
111,0.717487,tcp,-,FIN,10,6,534,268,20.906303,254,252,5363.163574,2497.606201,2,1,66.388333,126.871,3284.802132,162.022297,255,4059060577,1649278110,255,0.132444,0.083125,0.049319,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
112,16.488672,tcp,-,REQ,6,0,270,0,0.303238,254,0,109.165855,0,5,0,3297.7345,0,6174.6335,0,255,0,0,0,0,0,0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0
113,0.874834,tcp,-,FIN,10,8,2516,354,19.432258,254,252,20712.5,2834.823486,2,1,97.190556,104.87743,5023.861708,182.480562,255,2138990264,4013507049,255,0.228169,0.140685,0.087484,252,44,0,0,12,1,1,1,1,3,0,0,0,2,3,0,Normal,0
114,16.800188,tcp,-,REQ,6,0,270,0,0.297616,254,0,107.141655,0,5,0,3360.0375,0,6278.833,0,255,0,0,0,0,0,0,45,0,0,0,12,6,1,1,1,9,0,0,0,2,9,0,Normal,0
